S. No,Critical Sector Entity Name,Corresponding CSE Domain Name,Identified Phishing/Suspected Domain Name,Phishing/Suspected Domains (i.e. Class Label),Evidence file name,Source of detection,Simulated_URL,Levenshtein_Ratio,Length_Difference,Domain_Age_Days,URL_Length,Num_Slashes,Num_Underscores,Num_Question_Marks,Num_Equal_Signs,Special_Chars_Count,Path_Length,Has_Query,Num_Subdomains,Domain_Length,Num_Dots,Num_Hyphens,Label
795,State Bank Of India (SBI),sbi.co.in,loginsbi.in,Suspected,,,https://loginsbi.in,0.5454545454545454,5.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
796,State Bank Of India (SBI),sbi.co.in,sbicardshr.in,Suspected,,,https://sbicardshr.in,0.46153846153846156,7.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
797,State Bank Of India (SBI),sbi.co.in,updatessbi.co.in,Suspected,,,https://updatessbi.co.in,0.46153846153846156,7.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,1
798,State Bank Of India (SBI),sbi.co.in,sbifm.in,Suspected,,,https://sbifm.in,0.75,2.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1
799,State Bank Of India (SBI),sbi.co.in,sbicardlogin.in,Suspected,,,https://sbicardlogin.in,0.4,9.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
800,State Bank Of India (SBI),sbi.co.in,sbifashascholarship.in,Suspected,,,https://sbifashascholarship.in,0.2727272727272727,16.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1
801,State Bank Of India (SBI),sbi.co.in,sbifashascholarship.co.in,Suspected,,,https://sbifashascholarship.co.in,0.2727272727272727,16.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0,0.0,1
802,State Bank Of India (SBI),sbi.co.in,sbigrahaksevakendranet.co.in,Suspected,,,https://sbigrahaksevakendranet.co.in,0.24,19.0,14.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2.0,0.0,1
803,State Bank Of India (SBI),sbi.co.in,sbi01-bank.co.in,Suspected,,,https://sbi01-bank.co.in,0.46153846153846156,7.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,1
804,State Bank Of India (SBI),sbi.co.in,wbsbi.co.in,Suspected,,,https://wbsbi.co.in,0.75,2.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,1
805,State Bank Of India (SBI),sbi.co.in,sbionlinehelp.in,Suspected,,,https://sbionlinehelp.in,0.375,10.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
806,State Bank Of India (SBI),sbi.co.in,sbibroker.in,Suspected,,,https://sbibroker.in,0.5,6.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
807,State Bank Of India (SBI),sbi.co.in,noeticsbiotech.co.in,Suspected,,,https://noeticsbiotech.co.in,0.35294117647058826,11.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,1
808,State Bank Of India (SBI),sbi.co.in,alerts-sbi.net,Suspected,,,https://alerts-sbi.net,0.46153846153846156,7.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
809,State Bank Of India (SBI),sbi.co.in,esbi.in,Suspected,,,https://esbi.in,0.8571428571428571,1.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1
810,State Bank Of India (SBI),sbi.co.in,esbi-informer.info,Suspected,,,https://esbi-informer.info,0.375,10.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,1
811,State Bank Of India (SBI),sbi.co.in,loanfinancesbi.co.in,Suspected,,,https://loanfinancesbi.co.in,0.35294117647058826,11.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,1
812,State Bank Of India (SBI),sbi.co.in,onlinesbi.digital,Suspected,,,https://onlinesbi.digital,0.5,6.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
813,State Bank Of India (SBI),sbi.co.in,sbibank.ind.in,Suspected,,,https://sbibank.ind.in,0.6,4.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,1
814,State Bank Of India (SBI),sbi.co.in,sbiloanapply.in,Suspected,,,https://sbiloanapply.in,0.4,9.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
815,State Bank Of India (SBI),sbi.co.in,sbirewardcard.in,Suspected,,,https://sbirewardcard.in,0.375,10.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
816,State Bank Of India (SBI),sbi.co.in,csb1.lat,Suspected,,,https://csb1.lat,0.5714285714285714,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1
817,State Bank Of India (SBI),sbi.co.in,00674sbi.co.in,Suspected,,,https://00674sbi.co.in,0.5454545454545454,5.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,1
818,State Bank Of India (SBI),sbi.co.in,msbi.in,Suspected,,,https://msbi.in,0.8571428571428571,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1
819,State Bank Of India (SBI),sbi.co.in,sbi13355cbs.co.in,Suspected,,,https://sbi13355cbs.co.in,0.42857142857142855,8.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,1
820,State Bank Of India (SBI),sbi.co.in,sbifin.in,Suspected,,,https://sbifin.in,0.6666666666666666,3.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1
821,State Bank Of India (SBI),sbi.co.in,sbinbank.in,Suspected,,,https://sbinbank.in,0.5454545454545454,5.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
822,State Bank Of India (SBI),sbicard.com,sbicard.website,Suspected,,,https://sbicard.website,1.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
823,State Bank Of India (SBI),sbilife.co.in,sbilife.website,Suspected,,,https://sbilife.website,1.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
824,State Bank Of India (SBI),sbi.co.in,18sbip04.shop,Suspected,,,https://18sbip04.shop,0.5454545454545454,5.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
825,State Bank Of India (SBI),sbi.co.in,sbiin.in,Suspected,,,https://sbiin.in,0.75,2.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1
826,State Bank Of India (SBI),sbi.co.in,cybersupportsbi.co.in,Suspected,,,https://cybersupportsbi.co.in,0.3333333333333333,12.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,0.0,1
827,State Bank Of India (SBI),sbi.co.in,sbi-alerts.co.in,Suspected,,,https://sbi-alerts.co.in,0.46153846153846156,7.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,1
828,State Bank Of India (SBI),sbicard.com,sbicardservice.in,Suspected,,,https://sbicardservice.in,0.6666666666666666,7.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
829,State Bank Of India (SBI),sbi.co.in,sbiindia.in,Suspected,,,https://sbiindia.in,0.5454545454545454,5.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
830,State Bank Of India (SBI),sbi.co.in,sbindustries.org.in,Suspected,,,https://sbindustries.org.in,0.4,9.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,1
831,State Bank Of India (SBI),sbi.co.in,sbinps.org,Suspected,,,https://sbinps.org,0.6666666666666666,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
832,State Bank Of India (SBI),sbi.co.in,usbi.top,Suspected,,,https://usbi.top,0.8571428571428571,1.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1
833,State Bank Of India (SBI),sbi.co.in,accounts-sbi.co.in,Suspected,,,https://accounts-sbi.co.in,0.4,9.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,1.0,1
834,State Bank Of India (SBI),sbi.co.in,esbi.co.in,Suspected,,,https://esbi.co.in,0.8571428571428571,1.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,1
835,State Bank Of India (SBI),sbi.co.in,transactions-sbi.co.in,Suspected,,,https://transactions-sbi.co.in,0.3157894736842105,13.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,1
836,State Bank Of India (SBI),sbi.co.in,sbicmsbanglore.in,Suspected,,,https://sbicmsbanglore.in,0.35294117647058826,11.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
837,State Bank Of India (SBI),sbi.co.in,zonalsbi.co.in,Suspected,,,https://zonalsbi.co.in,0.5454545454545454,5.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,1
838,State Bank Of India (SBI),sbi.co.in,sbico.net,Suspected,,,https://sbico.net,0.75,2.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1
839,State Bank Of India (SBI),sbi.co.in,noreplysbi.in,Suspected,,,https://noreplysbi.in,0.46153846153846156,7.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
840,State Bank Of India (SBI),sbi.co.in,mysbi-co.net,Suspected,,,https://mysbi-co.net,0.5454545454545454,5.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1
841,State Bank Of India (SBI),sbi.co.in,sbi-updatb.xyz,Suspected,,,https://sbi-updatb.xyz,0.46153846153846156,7.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
842,State Bank Of India (SBI),sbi.co.in,sbi-update.cfd,Suspected,,,https://sbi-update.cfd,0.46153846153846156,7.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
843,State Bank Of India (SBI),sbi.co.in,sbi-update.top,Suspected,,,https://sbi-update.top,0.46153846153846156,7.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
844,State Bank Of India (SBI),sbi.co.in,sbi-update.xyz,Suspected,,,https://sbi-update.xyz,0.46153846153846156,7.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
845,State Bank Of India (SBI),sbi.co.in,sbi-updats.top,Suspected,,,https://sbi-updats.top,0.46153846153846156,7.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
846,State Bank Of India (SBI),sbi.co.in,sbi-updats.xyz,Suspected,,,https://sbi-updats.xyz,0.46153846153846156,7.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
847,State Bank Of India (SBI),sbi.co.in,sbi-updaty.top,Suspected,,,https://sbi-updaty.top,0.46153846153846156,7.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
848,State Bank Of India (SBI),sbi.co.in,sbi-updaty.xyz,Suspected,,,https://sbi-updaty.xyz,0.46153846153846156,7.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1
849,State Bank Of India (SBI),sbi.co.in,sbiverify-jp.cfd,Suspected,,,https://sbiverify-jp.cfd,0.4,9.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1
850,State Bank Of India (SBI),sbi.co.in,moli-bai.pages.dev,Phishing,,Tunneling Services,https://moli-bai.pages.dev,0.18181818181818182,5.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,1.0,2
851,State Bank Of India (SBI),sbi.co.in,ogf.pages.dev,Phishing,,Tunneling Services,https://ogf.pages.dev,0.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,2
852,State Bank Of India (SBI),sbi.co.in,erftgj.pages.dev,Phishing,,Tunneling Services,https://erftgj.pages.dev,0.0,3.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
853,State Bank Of India (SBI),sbi.co.in,jhctth.pages.dev,Phishing,,Tunneling Services,https://jhctth.pages.dev,0.0,3.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
854,State Bank Of India (SBI),sbi.co.in,bee4.pages.dev,Phishing,,Tunneling Services,https://bee4.pages.dev,0.2857142857142857,1.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,2
855,State Bank Of India (SBI),sbi.co.in,pqvoy.pages.dev,Phishing,,Tunneling Services,https://pqvoy.pages.dev,0.0,2.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
856,State Bank Of India (SBI),sbi.co.in,lkvgt.pages.dev,Phishing,,Tunneling Services,https://lkvgt.pages.dev,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
857,State Bank Of India (SBI),sbi.co.in,wqoy.pages.dev,Phishing,,Tunneling Services,https://wqoy.pages.dev,0.0,1.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,2
858,State Bank Of India (SBI),sbi.co.in,sbikyc-5g4.pages.dev,Phishing,,Tunneling Services,https://sbikyc-5g4.pages.dev,0.46153846153846156,7.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,1.0,2
859,State Bank Of India (SBI),sbi.co.in,jkfnlk.pages.dev,Phishing,,Tunneling Services,https://jkfnlk.pages.dev,0.0,3.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
860,State Bank Of India (SBI),sbi.co.in,sav1h4da.vercel.app,Phishing,,Tunneling Services,https://sav1h4da.vercel.app,0.18181818181818182,5.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,2
861,State Bank Of India (SBI),sbi.co.in,bczxx.vercel.app,Phishing,,Tunneling Services,https://bczxx.vercel.app,0.25,2.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
862,State Bank Of India (SBI),sbi.co.in,czsei.vercel.app,Phishing,,Tunneling Services,https://czsei.vercel.app,0.5,2.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
863,State Bank Of India (SBI),sbi.co.in,sahc1d1yta.vercel.app/uof,Phishing,,Tunneling Services,https://sahc1d1yta.vercel.app/uof,0.15384615384615385,7.0,11.0,33.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,21.0,2.0,0.0,2
864,State Bank Of India (SBI),sbi.co.in,lkjbb.vercel.app,Phishing,,Tunneling Services,https://lkjbb.vercel.app,0.25,2.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
865,State Bank Of India (SBI),sbi.co.in,sagv1ctd.vercel.app,Phishing,,Tunneling Services,https://sagv1ctd.vercel.app,0.18181818181818182,5.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,2
866,State Bank Of India (SBI),sbi.co.in,rdcvb.vercel.app,Phishing,,Tunneling Services,https://rdcvb.vercel.app,0.25,2.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
867,State Bank Of India (SBI),sbi.co.in,kloii.vercel.app,Phishing,,Tunneling Services,https://kloii.vercel.app,0.25,2.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
868,State Bank Of India (SBI),sbi.co.in,satydh7va.vercel.app/gor,Phishing,,Tunneling Services,https://satydh7va.vercel.app/gor,0.16666666666666666,6.0,13.0,32.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,20.0,2.0,0.0,2
869,State Bank Of India (SBI),sbi.co.in,satysv5aj.vercel.app/pwr,Phishing,,Tunneling Services,https://satysv5aj.vercel.app/pwr,0.16666666666666666,6.0,6.0,32.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,20.0,2.0,0.0,2
870,State Bank Of India (SBI),sbi.co.in,rsbi.online,Suspected,,,https://rsbi.online,0.8571428571428571,1.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
871,State Bank Of India (SBI),sbi.co.in,sbibilisim.online,Suspected,,,https://sbibilisim.online,0.46153846153846156,7.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
872,State Bank of India (SBI),sbi.co.in,sbii.co.in,Suspected,,,https://sbii.co.in,0.8571428571428571,1.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,1
873,State Bank of India (SBI),sbi.co.in,sbi-oiddasdeq.cfd,Suspected,,,https://sbi-oiddasdeq.cfd,0.375,10.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1
874,State Bank of India (SBI),sbi.co.in,sbi-oiderweq.cfd,Suspected,,,https://sbi-oiderweq.cfd,0.4,9.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1
875,State Bank of India (SBI),sbi.co.in,sbi-help.top,Suspected,,,https://sbi-help.top,0.5454545454545454,5.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1
876,State Bank of India (SBI),sbi.co.in,sbi-help.xyz,Suspected,,,https://sbi-help.xyz,0.5454545454545454,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1
877,State Bank of India (SBI),sbi.co.in,pqvoy.pages.dev/,Phishing,,Tunneling Services,https://pqvoy.pages.dev/,0.0,2.0,15.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,0.0,2
878,State Bank of India (SBI),sbi.co.in,sun1-3pr.pages.dev/eAqD,Phishing,,Tunneling Services,https://sun1-3pr.pages.dev/eAqD,0.18181818181818182,5.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,18.0,2.0,1.0,2
879,State Bank of India (SBI),sbi.co.in,gtcgl.pages.dev,Phishing,,Tunneling Services,https://gtcgl.pages.dev,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
880,State Bank of India (SBI),sbi.co.in,tgw8t54r.pages.dev/wq1,Phishing,,Tunneling Services,https://tgw8t54r.pages.dev/wq1,0.0,5.0,3.0,30.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,18.0,2.0,0.0,2
881,State Bank of India (SBI),sbi.co.in,ciyk.pages.dev/,Phishing,,Tunneling Services,https://ciyk.pages.dev/,0.2857142857142857,1.0,9.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,0.0,2
882,State Bank of India (SBI),sbi.co.in,djal.pages.dev/,Phishing,,Tunneling Services,https://djal.pages.dev/,0.0,1.0,12.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,0.0,2
883,State Bank of India (SBI),sbi.co.in,rewardsbi.pages.dev/public/,Phishing,,Tunneling Services,https://rewardsbi.pages.dev/public/,0.5,6.0,9.0,35.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,19.0,2.0,0.0,2
884,State Bank of India (SBI),sbi.co.in,dcvtd.pages.dev,Phishing,,Tunneling Services,https://dcvtd.pages.dev,0.0,2.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
885,State Bank of India (SBI),sbi.co.in,ktfju-21n.pages.dev,Phishing,,Tunneling Services,https://ktfju-21n.pages.dev,0.0,6.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,1.0,2
886,State Bank of India (SBI),sbi.co.in,quxe.pages.dev,Phishing,,Tunneling Services,https://quxe.pages.dev,0.0,1.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,2
887,State Bank of India (SBI),sbi.co.in,zirvjj.pages.dev,Phishing,,Tunneling Services,https://zirvjj.pages.dev,0.2222222222222222,3.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
888,State Bank of India (SBI),sbi.co.in,zoebo.pages.dev,Phishing,,Tunneling Services,https://zoebo.pages.dev,0.25,2.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
889,State Bank of India (SBI),sbi.co.in,vfhtlk.pages.dev,Phishing,,Tunneling Services,https://vfhtlk.pages.dev,0.0,3.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
890,State Bank of India (SBI),sbi.co.in,qotgj.pages.dev,Phishing,,Tunneling Services,https://qotgj.pages.dev,0.0,2.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
891,State Bank of India (SBI),sbi.co.in,yehiv.pages.dev/,Phishing,,Tunneling Services,https://yehiv.pages.dev/,0.25,2.0,8.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,0.0,2
892,State Bank of India (SBI),sbi.co.in,fri9-4v8.pages.dev,Phishing,,Tunneling Services,https://fri9-4v8.pages.dev,0.18181818181818182,5.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,1.0,2
893,State Bank of India (SBI),sbi.co.in,fri7.pages.dev/,Phishing,,Tunneling Services,https://fri7.pages.dev/,0.2857142857142857,1.0,7.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,0.0,2
894,State Bank of India (SBI),sbi.co.in,fri2.pages.dev,Phishing,,Tunneling Services,https://fri2.pages.dev,0.2857142857142857,1.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,2
895,State Bank of India (SBI),sbi.co.in,jazgy.pages.dev,Phishing,,Tunneling Services,https://jazgy.pages.dev,0.0,2.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
896,State Bank of India (SBI),sbi.co.in,qpmz.pages.dev,Phishing,,Tunneling Services,https://qpmz.pages.dev,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,2
897,State Bank of India (SBI),sbi.co.in,rew-czs.pages.dev,Phishing,,Tunneling Services,https://rew-czs.pages.dev,0.2,4.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,1.0,2
898,State Bank of India (SBI),sbi.co.in,qausb.pages.dev,Phishing,,Tunneling Services,https://qausb.pages.dev,0.5,2.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
899,State Bank of India (SBI),sbi.co.in,aqgcyj.pages.dev,Phishing,,Tunneling Services,https://aqgcyj.pages.dev,0.0,3.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
900,State Bank of India (SBI),sbi.co.in,iskvno.pages.dev/,Phishing,,Tunneling Services,https://iskvno.pages.dev/,0.2222222222222222,3.0,12.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,2.0,0.0,2
901,State Bank of India (SBI),sbi.co.in,aurji.pages.dev/bbx,Phishing,,Tunneling Services,https://aurji.pages.dev/bbx,0.25,2.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,15.0,2.0,0.0,2
902,State Bank of India (SBI),sbi.co.in,payebm.pages.dev,Phishing,,Tunneling Services,https://payebm.pages.dev,0.2222222222222222,3.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
903,State Bank of India (SBI),sbi.co.in,sx2.pages.dev/,Phishing,,Tunneling Services,https://sx2.pages.dev/,0.3333333333333333,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,2.0,0.0,2
904,State Bank of India (SBI),sbi.co.in,yuiii.pages.dev,Phishing,,Tunneling Services,https://yuiii.pages.dev,0.25,2.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2
905,State Bank of India (SBI),sbi.co.in,tg765rftf.pages.dev/wq1,Phishing,,Tunneling Services,https://tg765rftf.pages.dev/wq1,0.0,6.0,6.0,31.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,19.0,2.0,0.0,2
906,State Bank of India (SBI),sbi.co.in,ifsjab.pages.dev/bbx,Phishing,,Tunneling Services,https://ifsjab.pages.dev/bbx,0.2222222222222222,3.0,2.0,28.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,16.0,2.0,0.0,2
907,State Bank of India (SBI),sbi.co.in,jtdubb.pages.dev,Phishing,,Tunneling Services,https://jtdubb.pages.dev,0.2222222222222222,3.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2
908,State Bank of India (SBI),sbi.co.in,zieviv.pages.dev/,Phishing,,Tunneling Services,https://zieviv.pages.dev/,0.2222222222222222,3.0,14.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,2.0,0.0,2
